Codigo,Tipo,Nombre,Dir,Ciudad,Prov,CP,Tel
P1897,1.0,LEBUDIT,FUENLABRADA,ALCORCON,MADRID,28921,
P1898,1.0,ABIGAIL BALAGUER,SANTA LUCIA,CHESTE,VALENCIA,46380,
P1899,1.0,ATLAS SUPPLYMED,PEÑA REDONDA POLIGONO INDUSTRIL SILVOTA,LLANERA,ASTURIAS,33192,
P1900,1.0,FERSA IMPORTACIONES,AVDA SIGLO XXI,BOADILLA DEL MONTE,MADRID,28660,
P1901,1.0,UNGÜENTO COSM,SANTA CRUZ DE BEZANA,BEZANA,CANTABRIA,39100,
P1902,1.0,RISCELL,C/   CONCEPCION NUMERO 12 BLOQUE 4,VILLANUEVA DEL PARDILLO,MADRID,28229,
P1903,1.0,MARKETING TECNICO SANITARIO,AVDA ATABAL,MALAGA, ,29010,
P1904,1.0,SNG COSMETICS,C    SERGIO GARCIA,GUILLENA,SEVILLA,41219,
P1905,7.0,SINTRA SRL,GALLERIA DEL CORSO,MILAN,ITALIA,,671470461
P1906,1.0,GRUPO MASECAS 2015,C/   EN MEDIO (PASAJE DUCAL),CASTELLON, ,12401,
P1907,1.0,OPPO MEDICAL ESPA,C    ALVAREZ GARAYA,GIJON,ASTURIAS,33206,
P1908,1.0,ANTONIO PEREZ,AVENIDA DE MADRID,CHIPIONA,CADIZ,11550,
P1909,1.0,ZEPHYFRESH DE ESPAÑA,C    FRANCISCO GIRALTE,MADRID, ,,
P1910,1.0,LAB LOSADA DALMAU,CANTON GRANDE,A CORUÑA,A CORUÑA,15003,
P1911,1.0,HNP,VIA  VIA XXI DE MAGGIO,GIULIANOVA (TERAMO),ITALIA,64021,
P1912,1.0,SUNNY HEART COSTA,PLAYA DORADA,TORREMOLINOS,MALAGA,29620,
P1914,1.0,LIVE PROYECT GRANADA 2016,C/   LAS FLORES, ,GRANADA,18004,
P1915,1.0,SONUSAN SL,PG MIRAMAR EDIFICIO LIDER LOCAL 2,TORREDEMBARRA,TARRAGONA,43830,
P1916,1.0,EUROESPES BIOTEC,PI BERGONDO C/ PARROQUIA DE GUISAMO,BERGONDO,LA CORUÑA,15165,
P1917,1.0,POMADA BERANGA FONSITA,URBANIZACION EL MIRADOR,BERANGA,CANTABRIA,39730,
P1918,1.0,NEWCO REP.,POETA RAFAEL AROZARENA,TELDE,LAS PALMAS,35220,
P1919,1.0,CELTALGA EXTRACT,EDIFICIO EMPRENDIA CAMUS VIDA S/N,SANTIAGO DE COMPOSTELA,A CORUÑA,15782,
P1920,1.0,JIMSALAB,C/   JOSE ANTONIO PONZOA,MURCIA, ,30001,
P1921,1.0,MONZON BIO,CASPE,BARCELONA,BARCELONA,08010,
P1922,1.0,PAVI *,Pº   DE LOS PARQUES,MADRID,MADRID,28109,
P1961,1.0,GASSOL*,C/   DIPUTACION, ,BARCELONA,08015,
P1962,1.0,JUVILIS COSMETICS,C    JOSEP RLA,SANT CUGAT DEL VALLES,BARCELONA,08195,
P1963,1.0,RAQUEL SOLER,C/   PABLO IGLESIAS,ALICANTE,ALICANTE,03004,
P1964,1.0,J&I GREENSPIRIT,FREIXA, ,BARCELONA,08021,
P1965,1.0,PIDEA VENTURES,SARIÑENA,HUESCA,HUESCA,22004,
P1966,1.0,FIKIADEK,AV   CARDENAL HERRERA ORIA,MADRID,MADRID,28035,
P1967,1.0,DAVID FERNANDEZ,C    SANTA EULALIA,L´HOSPITALET DE LLOBREGAT,BARCELONA,08902,
P1968,1.0,JR SUAREZ MONEDERO,C/   REGION, ,CUENCA,16660,
P1969,1.0,AZACONSA,C    CALVO SOTELO,NOVELDA,ALICANTE,03660,
P1970,1.0,INMUNOPREVENT,ENCINA,TORRELODONES,MADRID,28250,
P1971,1.0,CARCABUEY HEALTH,POLIGONO ARTESANAL SAN ELOY C/ J NAVE D31,CORDOBA,CORDOBA,14005,
P1972,1.0,PHARMAMEL,GRAN VIA,GRANADA, ,18071,
P1973,1.0,INNOVAFARM,CAMI DEL RACO,OLESA DE MONTSERRAT,BARCELONA,08640,
P1974,1.0,LAB BIOTECNOLOGICOS PROBIMEL,ROSA,SEVILLA,SEVILLA,41310,
P1975,1.0,AP-IMPEX,C    VICTORIA,LA ALBERCA,MURCIA,30150,
P1976,1.0,ESBELSPAIN,MALDONADO,MADRID,MADRID,28006,
P1977,1.0,RICARDO JOSE FERRER,C    ESPIGOL ESC 4 PISO 4 PTA 10,PATERNA,VALENCIA,46980,
P1978,1.0,IMEOS,POBLA DEL DUC,VALENCIA,VALENCIA,VALEN,
P1979,1.0,VIAFARMA,CARBALLO,FERRERAS DE ABAJO,ZAMORA,49335,980519518
P1980,1.0,APOSBUC,MEDIGORRITXU PABELLON 2B,ALAVA,ALAVA,01015,945330203
P1981,1.0,GREENMOTIV,TUSET,BARCELONA,BARCELONA,08006,
P1982,1.0,TOROLIS E,POLIGONO INDUSTRIAL ALKABORRO NAVE 3,IRURTEUN,NAVARRA,31860,
P1983,1.0,MONASTERIO DE SANTA CLARA,BLANCA DE NAVARRA,TUDELA,NAVARRA,31500,
P1984,1.0,LAB ESPAÑOL DE INVESTIGACION COSM,POLIGONO INDU COTES BAIXES CALLE H,ALCOY,ALICANTE,03804,
P1985,1.0,CASANCO PHARMA,LEON FELIPE,MADRID,MADRID,28038,
P1986,1.0,DIFEFAC PHARMA SL,AV   BARCELONA,MOLINS DE REY,BARCELONA,8750,
P1987,1.0,FISIOPHARMA SL,C    ANTARES,GUADALIX DE LA SIERRA,MADRID,28794,
P1988,1.0,RICO NAVARRO SC,C    LLORER,PETRER,ALICANTE,03610,
P1989,1.0,IMMUNO CELLUVITAS,C    DEL MISTRAL,MADRID,MADRID,28042,
P1990,1.0,SINEDIE LAB,PASSATGE MAIOL 7 PPAL 2ª,BARCELONA,BARCELONA,08013,
P1991,1.0,NATURAL BELLA DI S DI M,URB LES FONTS,BENITACHELL,ALICANTE,03726,
P1992,1.0,EXELTIS HC,C/   MANUEL POMBO ANGULO,MADRID,MADRID,28050,
P1993,1.0,BIO-ENER,C    BALCELLS,BARCELONA,BARCELONA,08024,
P1994,1.0,ORT LLORACH,C    NORD,BARCELONA,BARCELONA,08221,
P1995,1.0,HEALTHY LIVER,C/   ZURBANO,MADRID,MADRID,28010,911853117
P1997,1.0,EQUISALUD,CALLE H POLIGONO INDUSTRIAL ARETA NAVE 2A,HUARTE,PAMPLONA,,
P1998,1.0,TOMATES DE GUADIANA,ARTA DE YELBES S/N,SANTA AMALIA,BADAJOZ,06410,
P1999,1.0,SALUS FLORADIX,AVD. DEL PLA DE MESELL,EL CAMPELLO,ALICANTE,03560,965637004
P2000,,IDP LIGHT,AVD. RAMON Y CAJAL,ALICANTE,ALICANTE,03003,
P2001,1.0,EXCELSIUM COSMETICS,C/   FELICIDAD,PIZARRA,MÁLAGA,29560,638759059
P2002,1.0,FARMAMIX VISION,C/   AMPOSTA,SANT CUGAT DEL VALLÉS,BARCELONA,08174,935893637
P2003,1.0,CALIDAD PASCUAL,CTRA. DE PALENCIA,ARANDA DEL DUERO,BURGOS,09400,912035500
P2004,1.0,PAPOBELLO,VICTORIA KENT,ELCHE,ALICANTE,03206,
P2005,1.0,MASNOPAGO PROFESSIONALS SL,C    ANTONIA MERCE,GRANADA, ,18015,
P2006,1.0,THERASCIENCE,C/   MUNTANER,BARCELONA,BARCELONA,08006,
P2007,1.0,LAB PRONUTRI,JACINTO BENAVENTE,MALAGA,MALAGA,29601,
P2008,1.0,DERMAX,PLAZA DE LOS CURTIDOS,SANTA CRUZ DE TENERIFE,TENERIFE,,
P2009,1.0,BESTME LAB,C/   JUAN DE TOLEDO, , ,28200,
P2010,1.0,COSMETICA MUUHLLOA,C    LUGAR CUMBRAOS, ,LUGO,27560,
P2011,1.0,ELIE HEALTH SOLUTIONS,AV   BLAS INFANTE,SEVILLA,SEVILLA,41011,
P2012,1.0,HISTOCELL,PARQUE TECNOLOGICO EDIFICIO,DERIO,VIZCAYA,48160,
P2013,1.0,PRONABELL EUROPA,C/   VERBENA DE LA PALOMA,MADRID,MADRID,28041,
P2014,12.0,PHARMA FGP GMBH,AM HAAG 14, ,GRÄFELFING (DEUTSCHLAND),82166,
P2016,1.0,ABALON PHARMA,AVDA VALDELAPARRA,ALCOBENDAS,MADRID,28108,
P2017,7.0,OTOSAN,VIA  DEGLI SCAVI,FORLI,FORLI (ITALIA),47122,
P2018,1.0,GENTEC,C/   TARRAGONA,BARCELONA,BARCELONA,08014,934267750
P2019,1.0,WONDERLOOK,C/   MIGUEL MAYOR,MADRID,MADRID,28019,620228458
P2020,1.0,NOVATECH,C/   CARLOS FUENTES,MADRID,MADRID,28047,911104114
P2021,1.0,KEYBIOLOGICAL,CAMIÑO QUIRÓS,VIGO,PONTEVEDRA,36214,652625577
P2022,1.0,DIEGO ALARCÓN SOLER,AVD. JOSÉ BAUTISTA FRUTO,EL PUNTA-MURCIA,MURCIA,30100,
P2023,1.0,BIOFARMAX,AVENIDA MARQUÉS DE SOTELO,VALENCIA,VALENCIA,46002,675022321
P2024,1.0,LURASUI,POLÍGONO EGIBURUBERRI,RENTERÍA,GUIPÚZCOA,20100,943528996
P2025,1.0,MYCOFIT,C/   MOSSÈN MOLÉ,MATARÓ,BARCELONA,08304,937999991
P2026,1.0,FLOR DEL EDEN,ARZOBISPO PEDRO DE CASTRO,GRANADA,GRANADA,18013,958185222
P2027,1.0,YSONUT,C/   PROVENÇA,BARCELONA,BARCELONA,08008,
P2028,1.0,LILICON IMD,C/   GUILLERMO ROLLAND,MADRID,MADRID,28013,917047733
P2029,1.0,FARMAMUNDI,C/   JOHANNES GUTENBERG,PATERNA,VALENCIA,46980,963182024
P2030,1.0,OHMINER DENT,C/   SANT VALENTÍ,MANRESA,BARCELONA,08240,696433535
P2031,1.0,OZOAQUA,RUA DE AMIO,SANTIAGO DE COMPOSTELA,A CORUÑA,15707,881974107
P2032,1.0,NUTRIBIOTICA,C/   AGUIA,VIGO,PONTEVEDRA,36205,986274830
P2033,46.0,LACTYBIO,"COLIEMORE HOUSE, COLIEMORE ROAD DALKEY",DUBLIN, ,,+33642542091
P2034,1.0,JACOBS DOUWE EGBERTS ES,AVD. CAN PRAT,MOLLET DEL VALLÉS,BARCELONA,08100,934628400
P2035,1.0,IVY HEALTH,C/   GRAN VÍA,BILBAO,BIZKAYA,48011,944535888
P2036,1.0,TRADICHEM,AVD. AZUCARERA,ARGANDA DEL REY,MADRID,28500,918759898
P2037,1.0,TEQUIAL,C/   VICTOR ANDRÉS BELAUNDE,MADRID,MADRID,28016,915983178
P2038,1.0,FAR-ANDALUS,C/   SIERRA DE GRAZALAMA,ATARFE,GRANADA,18230,958958244
P2039,1.0,CONCEPCION ROMERO LINARES,C/   LOPE DE VEGA,SAN FERNANDO DE HENARES,MADRID,28830,910119585
P2040,1.0,HEALTHY LIFE FOODS EUROPA,C/   TREBOL,LAS ROZAS,MADRID,28232,636064693
P2041,1.0,LIPODIETA,URBANIZACIÓN MONTEMAR,MASSARROJOS,VALENCIA,46112,
P2042,1.0,PATIA EUROPA,PASEO MIKELETEGI,DONOSTIA-SAN SEBASTIAN,GIPUZKOA,20009,943324673
P2043,1.0,TRICONATURA,C/   BRONCE,COLMENAR VIEJO,MADRID,28770,
P2044,1.0,ADVANCED MEDICAL PROJECTS,C/   BUENDÍA,GUADALAJARA,GUADALAJARA,19005,666537938
P2045,1.0,CEUTICS SPAIN,CARRETERA FUENCARRAL,ALCOBENDAS,MADRID,28108,912438563
P2046,1.0,PHARMALINK,AV.  UNIVERSITAT AUTÒNOMA,CERDANYOLA DEL VALLÈS,BARCELONA,08290,
P2047,1.0,BIOPEPTIDE,C/   HILERA,MADRID,MADRID,28013,694461135
P2048,1.0,AMDERMIK,AVDA CABRERA,MATARO,BARCELONA,08302,
P2049,1.0,HELIANTHUS MEDICAL,C/   FISICAS,ALCORCON,MADRID,28923,
P2050,1.0,VISUFARMA,PASEO DE LA CASTELLANA,MADRID,MADRID,28046,648258000
P2051,1.0,POLYPEPTIDE THERAPEUTIC SOLUTIONS,C/   EDUARDO PRIMO UFERA,VALENCIA,VALENCIA,46012,
P2052,1.0,AORA HEALTH,C/   FARADAY,MADRID,MADRID,28049,606954722
P2053,1.0,MASENZ DANYA,PTDA CASABLANCA,DENIA,ALICANTE,03709,
P2054,1.0,C&B HEALTH,C/   LUIS FUENTES BEJARANO,SEVILLA,SEVILLA,41020,647900612
P2055,1.0,ANTIOX 1988,VÍA AUGUSTA,BARCELONA,BARCELONA,08021,679776125
P2056,1.0,CONDACE C.B.,C/   MONTERA,MADRID,MADRID,28013,
P2057,1.0,TERVEYS MEDICAL,C/   MORELIA,VALLADOLID,VALLADOLID,47016,639159826
P2058,1.0,AGRICOLA CASA SALA,C/   JOHANN SEBASTIAN BACH,BARCELONA,BARCELONA,08021,
P2059,1.0,VICHY CATALAN,C/   ROGER DE LLURIA,BARCELONA,BARCELONA,08037,
P2060,1.0,SUPER ALIMENTOS GOURMET,C/   MAS,L'HOSPITALET DE LLOBREGAT,BARCELONA,08904,
P2061,1.0,LABEAU FRAGRANCES,VIA AUGUSTA,BARCELONA,BARCELONA,08006,
P2062,1.0,ZELNOVA,POLIGONO INDUSTRIAL TORNEIROS,O PORRIÑO,PONTEVEDRA,36400,
P2063,12.0,SYNFORMULAS GMBH,AM HAAG,GRÄFELFING,ALEMANIA,82166,+49897879790227
P2064,1.0,ZOMEC,C/   VALGRANDE,ALCOBENDAS,MADRID,28100,
P2065,25.0,ALIDA CASTRO,RUA  MANUEL FERREIRA DE ANDRADE,LISBOA,LISBOA,1500,
P2066,1.0,TOTAL EMPOWER,C/   LOPEZ DE HOYOS,MADRID,MADRID,28043,610522644
P2067,1.0,GLOBAL SERVICES S25,PLAZA MARCHANDO,ARTA,ILLES BALEARS,,
P2068,1.0,GREGOPAIN BIO,C/   DOCTOR ARCOS DE LA PLAZA,SAN FERNANDO,CADIZ,11100,674291688
P2069,1.0,SFOODS EAT SMART,C/   ROGER DE FLOR,VALENCIA,VALENCIA,46001,963916717
P2070,1.0,SAPHIR PARFUMS,C/   D,ZARAGOZA,ZARAGOZA,50057,976457070
P2071,1.0,IBERIAN MEDICAL DEVICES,C/   MOSQUILONA,COLMENAR VIEJO,MADRID,28770,913500427
P2072,7.0,DIACO BIOFARMACEUTICI,VIA FLAVIA,TRIESTE,ITALIA,34147,+39687936775
P2073,1.0,3ML STAFFING & CONSULTING,AVDA. CONOCIMIENTO,ARMILLA,GRANADA,18016,608556093
P2074,1.0,ORATEK,C/   ENTENZA,BARCELONA,BARCELONA,08029,
P2075,1.0,MAYIKAS,C/   JIMENA FERNANDEZ DE LA VEGA,GIJON,ASTURIAS,33203,
P2076,1.0,GUSTOPHARMA CONSUMER HEALTH S.L.,C/   VELAZQUEZ,MADRID,MADRID,28001,618731141
P2077,1.0,NUTRIPHARMA,PASEO DE ALMERIA,ALMERIA,ALMERIA,,950097759
P2078,1.0,ENERVIT NUTRITION,C/   ALFONSO GÓMEZ,MADRID,MADRID,28037,913756230
P2079,1.0,INSTITUTE BCN ESTHETICS,C/   VIA AUGUSTA,BARCELONA,BARCELONA,08006,679581012
P2080,6.0,AAZ-LMB,SOGARIS, ,RUNGIS CEDEX,94664,+33685903445
P2081,1.0,VIOKOX S.A.,CARRETERA DE LA LLOMA,ALDAIA,VALENCIA,46960,961510274
P2082,7.0,PEGASO S.R.L.,VIA PIETRO NENNI,ARBIZZANO DI NEGRAR,ITALIA,37024,0456014297
P2083,1.0,OBLUMI,AV.  ALCALDE LUIS URUÑUELA,SEVILLA,SEVILLA,41020,
P2084,5.0,S.E.R.P. SALES,FIFTH FLOOR INTERGEN HOUSE WESTERN ROAD,HOVE,EAST SUSSEX,BN3 2,
P2085,1.0,HOSPITAL & HEALTH PRODUCTS S.L.,AVENIDA DE DENIA,ALICANTE,ALICANTE,03015,662388110
P2086,1.0,LESAN 18 S.L.,C/   ISLAS BALEARES,VINAROZ,CASTELLON,12500,
P2087,1.0,COSMECEUTICALS CONCEPT S.L.,RONDA SANT ANTONI,BARCELONA,BARCELONA,08001,
P2088,1.0,NEOALGAE MICRO SEAWEEDS PRODUCTS,C/   FERNANDO MORAN LAVANDERA,GIJON,ASTURIAS,33205,984041266
P2089,1.0,BAMBOO LABS,AVINGUDA DE LES CORTS CATALANES,SANT CUGAT DEL VALLES,BARCELONA,08173,
P2090,1.0,COGA PHARMACEUTICAL PRODUCTS S.L.,AV.  DE CORDOBA,MADRID,MADRID,28026,918281001
P2091,1.0,PERSEIDA BELLEZA,POLIGONO INDUSTRIAL EL PABELLON,JEREZ DE LOS CABALLEROS,BADAJOZ,06380,924750512
P2092,1.0,DIETETICOS INTERSA,C/   SECTOR AVINGAYA,ALCARRÁS,LLEIDA,25810,973750062
P2093,1.0,TESIEN ADD,C/   VILABELLA,VIC,BARCELONA,08500,616582110
P2094,1.0,TARGETED NUTRIENTS,GRAN VIA CARLES III,BARCELONA,BARCELONA,08034,606315463
P2095,1.0,NATURAL LOGISTICS,C/   ANA MARISCAL,POZUELO DE ALARCON,MADRID,28223,
P2096,1.0,NATURE BIO,C/   ARMANYA,LUGO,LUGO,27001,982252301
P2097,1.0,SALUDBOX,AVD. BARCELONA,MOLINS DE REI,BARCELONA,08750,936804433
P2098,1.0,FUNMACIA,C/   LUIS COOK,ALICANTE,ALICANTE,03186,685194427
P2099,1.0,CODIGO BELLEZA,AVD. DE LES CORTS CATALANES,SANT CUGAT DEL VALLES,BARCELONA,08173,935041076
P2100,1.0,B-ORGANIC,C/   GRAN VIA,HELLIN,ALBACETE,02400,630054912
P2101,1.0,INSTITUTO GERONTOLOGICO,C/   MELENDEZ, , ,28015,914471111
P2102,1.0,ASCENSIA DIABETES CARE,PLAÇA DE LA PAU,CORNELLA DE LLOBREGAT,BARCELONA,08940,676745398
P2103,1.0,GRUPO FUXIONA ALGEMAR,C/   OCEANO ATLANTICO,LOS BARRIOS,CADIZ,11379,607163691
P2104,1.0,DEPILSALUD S.L.,C    NEVERO,BADAJOZ,BADAJOZ,06006,
P2105,1.0,SHMULYCK COSMETICS S.L.,PASEO PINTOR ROSALES,MADRID,MADRID,28008,625521916
P2106,1.0,STINGBYE S.L.,C    BLASCO DE GARAY,TERRASSA,BARCELONA,08224,930155138
P2107,1.0,EXCELTIC,C    SANT PERE,TORTELLÀ,GIRONA,17853,688851858
P2108,1.0,FISALMA SANUS S.L.,C    RUA OLIVEIRA,ALLARIZ,OURENSE,32660,988441098
P2109,1.0,SELLAESTHETIC S.L.,C/   ALMACIL,MISLATA,VALENCIA,46920,673972080
P2110,1.0,LC FARMA,C/   SEGUNDA,A CORUÑA,A CORUÑA,15190,881068234
P2111,1.0,SMART LIFE,C/   GUILLEM SOROLLA,VALENCIA,VALENCIA,,682897389
P2112,1.0,UNICSKIN S.L.,C/   HORTALEZA,MADRID,MADRID,28004,673585413
P2113,1.0,MIX PAK SYSTEM S.L.,AVDA RAMBLA DE LA SANTA,TOTANA,MURCIA,30850,968638732
P2114,1.0,VELITES FITNESS S.L.,C/   ETXESAKAN,ZIZUR MAYOR,NAVARRA,31180,948079977
P2115,1.0,INDUSTRIA NUTRACEUTICA & PHARMA S.L.,C/   CICLON,MADRID, ,28918,912981200
P2116,1.0,STEM CELL S.A.,C/   EL SOTO,SALDAÑA,PALENCIA,34100,638084940
P2117,1.0,PHARMEX ADVANCED LABORATORIES S.L.,CTRA. A-431 KM 19,ALMODOVAR DEL RIO,CORDOBA,14720,680504877
P2118,1.0,INGENIUS BIOTECH,AV.  MARIA ZAMBRANO,ZARAGOZA,ZARAGOZA,50018,689316688
P2119,1.0,KERAMAT S.L.,C/   PALMEIRAS,AMES,A CORUÑA,15895,981535959
P2120,1.0,FARMOLAB S.L.,AVENIDA CATALUÑA,ALICANTE,ALICANTE,03540,
P2122,1.0,NUTILAB,C/   MARINA ALTA,LLIRIA,VALENCIA,46160,960113733
P2123,1.0,PHENTIA PHARMA S.L.,AVD. FILIPINAS,MADRID,MADRID,28003,639144346
P2124,1.0,NUTRINAT S.L.,C/   BERROA,TAJONAR,NAVARRA,31192,948365225
P2125,1.0,ALLIANCE PHARMACEUTICALS SPAIN S.L.,AVD. DE LA INDUSTRIA,TRES CANTOS,MADRID,28760,910481094
P2126,1.0,EUROENFOQUE S.L.,C/   CAJA DE AHORROS,LA ELIANA,VALENCIA,46183,961100804
P2127,1.0,VALLES DEL ALBA,C/   RAMON Y CAJAL,LA ROBLA,LEON,24640,649973913
P2128,12.0,REMITAN GMBH,AM HAAG,GRÄFELFING,GRÄFELFING,82166,
P2129,1.0,REAKIRO IBÉRICA S.L.,C/   CATEDRATICO AGUSTIN ESCARDINO,PATERNA,VALENCIA,46980,634551035
P2130,1.0,CCS SUMINISTROS,PAU VILA,SABADELL,BARCELONA,08204,931370206
P2131,1.0,LABORATORIOS OMEGATEC S.L.,PASEO DEL REY,MADRID,MADRID,28008,615278831
P2132,1.0,VELITURE,C/   DELS FUSTERS,ALCASSER,VALENCIA,46290,961276484
P2133,1.0,BIO NATURE ESSENCE S.L.,AV.  ROQUE NUBLO,POZUELO DE ALARCON,MADIRD,28223,913513535
P2134,1.0,BIOSASUN S.A.,C/   ITURRALDE,ETXABARRI-IBIÑA,ARABA/ALAVA,01196,647922945
P2135,1.0,CERAVE,C/   JOSEFA VALCÁRCEL,MADRID,MADRID,28027,
P2136,1.0,PEREZ SANCHEZ JOSE MARIA,C/   BARRIO NUEVO,ALCALA DE GUADAIRA,SEVILLA,41500,652118427
P2137,1.0,NEOTEC PHARMA S.L.,C/   ARTESANOS,ALACUAS,VALENCIA,46970,
P2138,1.0,DISTRIBUCIONES DISNILO S.L.,C/   SANTO DOMINGO,LA MUELA,ZARAGOZA,50198,976144825
P2139,1.0,NORTH INVEST PROJECT S.L.,C/   SANTIAGO,LUGO,LUGO,27004,982256084
P2140,1.0,LOGNATURO EUROPA S.L.,CARRER MERCÉ,SANT FELIU DE GUIXOLS,GIRONA,17220,619719625
P2141,1.0,BELKOS BELLEZA S.L.,C7   GRIFRÉ,BADALONA,BARCELONA,08912,933973810
P2142,1.0,SCIENCE & HEALTH SBD S.L.,AVDA CAN BORDOLL,SABADELL,BARCELONA,08202,637377620
P2143,1.0,FIPHARMA HEALTH & SCIENCES,AVD  REINO DE VALENCIA,VALENCIA,VALENCIA,46005,
P2144,1.0,MAHEN E.A.D.V.,"C/   ESLABON, 7-9-11", , ,28522,916794141
P2145,1.0,KAPYDERM,C/   NEWTON,MALAGA,MALAGA,29004,952242913
P2146,1.0,VEGENAT HEALTHCARE,CTRA. BADAJOZ MONTIJO EX 209 KM 24,PUEBLONUEVO DEL GUADIANA,BADAJOZ,06184,900214350
P2147,7.0,DIVA INTERNACIONAL S.R.L.,VIA DLL'INDUSTRIA,SPELLO,PERUGIA - ITALIA,6034,
P2148,1.0,BEST SELLER IMPORT S.L.,C/   JACARANDA,EL PUERTO DE SANTA MARIA,CADIZ,11500,607568866
P2149,1.0,VITALTLIS S.L.,AVDA DE ESPAÑA,MAJADAHONDA,MADRID,28220,609103264
P2150,1.0,LABORATORIOS BIAL S.A.,C/   CLARA DEL REY, , ,28002,915624196
P2151,1.0,DINADIET S.L.,C/   LAS CAÑADAS,RIVAS VACIAMADRID,MADRID,28523,916794141
P2152,1.0,ANM ARTIFACTS S.L.,MARÍA DÍAZ DE HARO,PROTUGALETE,BIZKAIA,48920,946526258
P2153,1.0,IDONEA COSMETICA INTELIGENTE S.L.,C/   TOLEDO,MADRID,MADRID,,902565247
P2154,1.0,OMIKRON PHARMACEUTICAL ESPAÑA S.L.,PLAZA D'EUROPA,L'HOSPITALET DE LLOBREGAT,BARCELONA,08908,913728399
P2155,1.0,BLISSYOU AND WELLNESS S.L.,C/   POETA QUEROL,VALENCIA,VALENCIA,46002,610885282
P2156,1.0,PRODUCTOS OPPAC S.A.,C/   NOAIN,NOAIN,NAVARRA,31110,948316313
P2157,1.0,JAHISIL S.L.,"CTRA CASTELLON KM 9,500",LA CARTUJA BAJA,ZARAGOZA,50720,976454240
P2158,1.0,ACUÑA Y FOMBONA S.A.,C/   MARQUES DE CASA VALDES,GIJON,ASTURIAS,33203,985363211
P2159,1.0,INVEST GOLDEN MANAGER S.L.,C/   TEJARES,ALBACETE,ALBACETE,02005,680372848
P2160,6.0,NURILIA SARL,RUE BOILEAU,LYON,FRANCIA,69006,670616162
P2161,1.0,SEPARC S.L.,C/   CUENCA,IBI,ALICANTE,03440,966550190
P2162,1.0,M&C HEALTHCARE,C/   MUNTANER,BARCELONA,BARCELONA,08036,629851010
P2163,1.0,DEMIALBA S.L.,C/   AVION CUATRO VIENTOS,SEVILLA,SEVILLA,41013,659121983
P2164,1.0,CASAMIEL S.L.,C/   ARTES GRAFICAS,MONTSERRAT,VALENCIA,46192,
P2165,1.0,MYRLINE S.L.,C/   PRUNERA,BIGUES,BARCELONA,08415,652961248
P2166,1.0,SM CEUTICALS,AV.  AMADO GRANELL,VALENCIA,VALENCIA,46013,611410086
P2167,1.0,LABIANA PHARMACEUTICALS S.L.U.,C/   CASANOVA,CORBERA DEL LLOBREGAT,BARCELONA,08757,936502530
P2168,1.0,JOOPI KIDS GLOBAL S.L.,C/   FERNANDO RONCERO,MÓSTOLES,MADRID,28935,910291245
P2169,1.0,J.M.O.A. ALOE MEDITERRÁNEO,C/   MARE DE DEU DE LLEDÓ,BENICASIM,CASTELLÓN,12560,667338588
P2170,1.0,SPECCHIASOL IBERIA S.L.,AV.  DIPUTACIO,BARCELONA,BARCELONA,08007,
P2171,1.0,ALVENPE SALUD S.L.,AVDA CAMILO JOSE CELA,CIUDAD REAL,CIUDAD REAL,13005,647535521
P2172,1.0,NADEJDA PIGROVA PIGROVA,AV.  SAN LUIS,MADRID,MADRID,28033,651910317
P2173,1.0,ROANSA S.L.,C/   DE LA MINERIA,JEREZ DE LA FRONTERA,CADIZ,11405,671470461
P2174,1.0,DIETARY MOLECULAR DIAGNOSTICS S.L.,PARC CIENTIFIC TECNOLOGIC AGROALIMENTARI DE LLEIDA,LLEIDA,LLEIDA,25003,630832004
P2175,1.0,GOAH CLINIC S.L.,AV.  CONCHA ESPINA,MADRID,MADRID,28016,918371343
P2176,1.0,FARMACIA MOLINA C.B.,AVDA PRIES,MALAGA,MALAGA,29016,952214935
P2177,1.0,COFFEE CENTER S.L.,C/   BARCELONA,AIGUAVIVA,GIRONA,17181,972236868
P2178,46.0,ABUNDANCE AND HEALTH LTD.,"PROFITPAL, MARITANA GATE, CANADA STREET",WATERFORD, ,X91AY,
P2179,1.0,JUNCA GELATINES,C/   BLANQUERS,BANYOLES,GIRONA,17820,972570408
P2180,1.0,UBIOTEX ESPAÑA S.L.,C/   DE LA FRAGUA,SANT VICENT DEL RASPEIG,ALICANTE,03690,965675892
P2181,1.0,FARTELL SPAIN S.L.,C/   GRANADO,CORDOBA,CORDOBA,14012,617876534
P2182,1.0,MEDICARE PHARMA S.L.,C/   LA LOBERA,SAN AGUSTÍN DE GUADALIX,MADRID,28750,918489534
P2183,1.0,RUHER IBERICA S.A.,C/   VIVALDI,MONTCADA I REIXAC,BARCELONA,08110,935648712
P2184,1.0,LABORATORIOS PHARMA & GO,C/   POLO SUR,TORREJÓN DE ARDOZ,MADRID,28850,910690400
P2185,1.0,DERMOFARMACIA VIVIR S.L.,C/   RAIMUNDO FERNÁNDEZ VILLAVERDE,MADRID,MADRID,28003,915334108
P2186,1.0,NEURAXPHARM SPAIN S.L.,AVDA BARCELONA,SANT JOAN DESPÍ,BARCELONA,08970,934759600
P2187,1.0,I.S.A. IBIZA SOFTENS AGE,SA BASSA ROJA,SANT RAFAEL,IBIZA,07816,659378665
